start_time,end_time,start_time_iso,end_time_iso,project_id,num_model_requests,user_id,api_key_id,model,batch,service_tier,input_tokens,output_tokens,input_cached_tokens,input_uncached_tokens,input_text_tokens,output_text_tokens,input_cached_text_tokens,input_audio_tokens,input_cached_audio_tokens,output_audio_tokens,input_image_tokens,input_cached_image_tokens,output_image_tokens
1761182100,1761182160,2025-10-23T01:15:00+00:00,2025-10-23T01:16:00+00:00,,,,,,,,,,,,,,,,,,,,
1761182160,1761182220,2025-10-23T01:16:00+00:00,2025-10-23T01:17:00+00:00,,,,,,,,,,,,,,,,,,,,
1761182220,1761182280,2025-10-23T01:17:00+00:00,2025-10-23T01:18:00+00:00,,,,,,,,,,,,,,,,,,,,
1761182280,1761182340,2025-10-23T01:18:00+00:00,2025-10-23T01:19:00+00:00,,,,,,,,,,,,,,,,,,,,
1761182340,1761182400,2025-10-23T01:19:00+00:00,2025-10-23T01:20:00+00:00,,,,,,,,,,,,,,,,,,,,
1761182400,1761182460,2025-10-23T01:20:00+00:00,2025-10-23T01:21:00+00:00,,,,,,,,,,,,,,,,,,,,
1761182460,1761182520,2025-10-23T01:21:00+00:00,2025-10-23T01:22:00+00:00,,,,,,,,,,,,,,,,,,,,
1761182520,1761182580,2025-10-23T01:22:00+00:00,2025-10-23T01:23:00+00:00,,,,,,,,,,,,,,,,,,,,
1761182580,1761182640,2025-10-23T01:23:00+00:00,2025-10-23T01:24:00+00:00,,,,,,,,,,,,,,,,,,,,
1761182640,1761182700,2025-10-23T01:24:00+00:00,2025-10-23T01:25:00+00:00,,,,,,,,,,,,,,,,,,,,
1761182700,1761182760,2025-10-23T01:25:00+00:00,2025-10-23T01:26:00+00:00,,,,,,,,,,,,,,,,,,,,
1761182760,1761182820,2025-10-23T01:26:00+00:00,2025-10-23T01:27:00+00:00,,,,,,,,,,,,,,,,,,,,
1761182820,1761182880,2025-10-23T01:27:00+00:00,2025-10-23T01:28:00+00:00,,,,,,,,,,,,,,,,,,,,
1761182880,1761182940,2025-10-23T01:28:00+00:00,2025-10-23T01:29:00+00:00,,,,,,,,,,,,,,,,,,,,
1761182940,1761183000,2025-10-23T01:29:00+00:00,2025-10-23T01:30:00+00:00,,,,,,,,,,,,,,,,,,,,
1761183000,1761183060,2025-10-23T01:30:00+00:00,2025-10-23T01:31:00+00:00,,,,,,,,,,,,,,,,,,,,
1761183060,1761183120,2025-10-23T01:31:00+00:00,2025-10-23T01:32:00+00:00,,,,,,,,,,,,,,,,,,,,
1761183120,1761183180,2025-10-23T01:32:00+00:00,2025-10-23T01:33:00+00:00,,,,,,,,,,,,,,,,,,,,
1761183180,1761183240,2025-10-23T01:33:00+00:00,2025-10-23T01:34:00+00:00,,,,,,,,,,,,,,,,,,,,
1761183240,1761183300,2025-10-23T01:34:00+00:00,2025-10-23T01:35:00+00:00,,,,,,,,,,,,,,,,,,,,
1761183300,1761183360,2025-10-23T01:35:00+00:00,2025-10-23T01:36:00+00:00,,,,,,,,,,,,,,,,,,,,
1761183360,1761183420,2025-10-23T01:36:00+00:00,2025-10-23T01:37:00+00:00,,,,,,,,,,,,,,,,,,,,
1761183420,1761183480,2025-10-23T01:37:00+00:00,2025-10-23T01:38:00+00:00,,,,,,,,,,,,,,,,,,,,
1761183480,1761183540,2025-10-23T01:38:00+00:00,2025-10-23T01:39:00+00:00,,,,,,,,,,,,,,,,,,,,
1761183540,1761183600,2025-10-23T01:39:00+00:00,2025-10-23T01:40:00+00:00,,,,,,,,,,,,,,,,,,,,
1761183600,1761183660,2025-10-23T01:40:00+00:00,2025-10-23T01:41:00+00:00,,,,,,,,,,,,,,,,,,,,
1761183660,1761183720,2025-10-23T01:41:00+00:00,2025-10-23T01:42:00+00:00,,,,,,,,,,,,,,,,,,,,
1761183720,1761183780,2025-10-23T01:42:00+00:00,2025-10-23T01:43:00+00:00,,,,,,,,,,,,,,,,,,,,
1761183780,1761183840,2025-10-23T01:43:00+00:00,2025-10-23T01:44:00+00:00,,,,,,,,,,,,,,,,,,,,
1761183840,1761183900,2025-10-23T01:44:00+00:00,2025-10-23T01:45:00+00:00,,,,,,,,,,,,,,,,,,,,
1761183900,1761183960,2025-10-23T01:45:00+00:00,2025-10-23T01:46:00+00:00,,,,,,,,,,,,,,,,,,,,
1761183960,1761184020,2025-10-23T01:46:00+00:00,2025-10-23T01:47:00+00:00,,,,,,,,,,,,,,,,,,,,
1761184020,1761184080,2025-10-23T01:47:00+00:00,2025-10-23T01:48:00+00:00,,,,,,,,,,,,,,,,,,,,
1761184080,1761184140,2025-10-23T01:48:00+00:00,2025-10-23T01:49:00+00:00,,,,,,,,,,,,,,,,,,,,
1761184140,1761184200,2025-10-23T01:49:00+00:00,2025-10-23T01:50:00+00:00,,,,,,,,,,,,,,,,,,,,
1761184200,1761184260,2025-10-23T01:50:00+00:00,2025-10-23T01:51:00+00:00,,,,,,,,,,,,,,,,,,,,
1761184260,1761184320,2025-10-23T01:51:00+00:00,2025-10-23T01:52:00+00:00,,,,,,,,,,,,,,,,,,,,
1761184320,1761184380,2025-10-23T01:52:00+00:00,2025-10-23T01:53:00+00:00,,,,,,,,,,,,,,,,,,,,
1761184380,1761184440,2025-10-23T01:53:00+00:00,2025-10-23T01:54:00+00:00,,,,,,,,,,,,,,,,,,,,
1761184440,1761184500,2025-10-23T01:54:00+00:00,2025-10-23T01:55:00+00:00,,,,,,,,,,,,,,,,,,,,
1761184500,1761184560,2025-10-23T01:55:00+00:00,2025-10-23T01:56:00+00:00,,,,,,,,,,,,,,,,,,,,
1761184560,1761184620,2025-10-23T01:56:00+00:00,2025-10-23T01:57:00+00:00,,,,,,,,,,,,,,,,,,,,
1761184620,1761184680,2025-10-23T01:57:00+00:00,2025-10-23T01:58:00+00:00,,,,,,,,,,,,,,,,,,,,
1761184680,1761184740,2025-10-23T01:58:00+00:00,2025-10-23T01:59:00+00:00,,,,,,,,,,,,,,,,,,,,
1761184740,1761184800,2025-10-23T01:59:00+00:00,2025-10-23T02:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1761184800,1761184860,2025-10-23T02:00:00+00:00,2025-10-23T02:01:00+00:00,,,,,,,,,,,,,,,,,,,,
1761184860,1761184920,2025-10-23T02:01:00+00:00,2025-10-23T02:02:00+00:00,,,,,,,,,,,,,,,,,,,,
1761184920,1761184980,2025-10-23T02:02:00+00:00,2025-10-23T02:03:00+00:00,,,,,,,,,,,,,,,,,,,,
1761184980,1761185040,2025-10-23T02:03:00+00:00,2025-10-23T02:04:00+00:00,,,,,,,,,,,,,,,,,,,,
1761185040,1761185100,2025-10-23T02:04:00+00:00,2025-10-23T02:05:00+00:00,,,,,,,,,,,,,,,,,,,,
1761185100,1761185160,2025-10-23T02:05:00+00:00,2025-10-23T02:06:00+00:00,,,,,,,,,,,,,,,,,,,,
1761185160,1761185220,2025-10-23T02:06:00+00:00,2025-10-23T02:07:00+00:00,,,,,,,,,,,,,,,,,,,,
1761185220,1761185280,2025-10-23T02:07:00+00:00,2025-10-23T02:08:00+00:00,,,,,,,,,,,,,,,,,,,,
1761185280,1761185340,2025-10-23T02:08:00+00:00,2025-10-23T02:09:00+00:00,,,,,,,,,,,,,,,,,,,,
1761185340,1761185400,2025-10-23T02:09:00+00:00,2025-10-23T02:10:00+00:00,,,,,,,,,,,,,,,,,,,,
1761185400,1761185460,2025-10-23T02:10:00+00:00,2025-10-23T02:11:00+00:00,,,,,,,,,,,,,,,,,,,,
1761185460,1761185520,2025-10-23T02:11:00+00:00,2025-10-23T02:12:00+00:00,,,,,,,,,,,,,,,,,,,,
1761185520,1761185580,2025-10-23T02:12:00+00:00,2025-10-23T02:13:00+00:00,,,,,,,,,,,,,,,,,,,,
1761185580,1761185640,2025-10-23T02:13:00+00:00,2025-10-23T02:14:00+00:00,,,,,,,,,,,,,,,,,,,,
1761185640,1761185700,2025-10-23T02:14:00+00:00,2025-10-23T02:15:00+00:00,,,,,,,,,,,,,,,,,,,,
1761185700,1761185760,2025-10-23T02:15:00+00:00,2025-10-23T02:16:00+00:00,,,,,,,,,,,,,,,,,,,,
1761185760,1761185820,2025-10-23T02:16:00+00:00,2025-10-23T02:17:00+00:00,,,,,,,,,,,,,,,,,,,,
1761185820,1761185880,2025-10-23T02:17:00+00:00,2025-10-23T02:18:00+00:00,,,,,,,,,,,,,,,,,,,,
1761185880,1761185940,2025-10-23T02:18:00+00:00,2025-10-23T02:19:00+00:00,,,,,,,,,,,,,,,,,,,,
1761185940,1761186000,2025-10-23T02:19:00+00:00,2025-10-23T02:20:00+00:00,,,,,,,,,,,,,,,,,,,,
1761186000,1761186060,2025-10-23T02:20:00+00:00,2025-10-23T02:21:00+00:00,,,,,,,,,,,,,,,,,,,,
1761186060,1761186120,2025-10-23T02:21:00+00:00,2025-10-23T02:22:00+00:00,,,,,,,,,,,,,,,,,,,,
1761186120,1761186180,2025-10-23T02:22:00+00:00,2025-10-23T02:23:00+00:00,,,,,,,,,,,,,,,,,,,,
1761186180,1761186240,2025-10-23T02:23:00+00:00,2025-10-23T02:24:00+00:00,,,,,,,,,,,,,,,,,,,,
1761186240,1761186300,2025-10-23T02:24:00+00:00,2025-10-23T02:25:00+00:00,,,,,,,,,,,,,,,,,,,,
1761186300,1761186360,2025-10-23T02:25:00+00:00,2025-10-23T02:26:00+00:00,,,,,,,,,,,,,,,,,,,,
1761186360,1761186420,2025-10-23T02:26:00+00:00,2025-10-23T02:27:00+00:00,,,,,,,,,,,,,,,,,,,,
1761186420,1761186480,2025-10-23T02:27:00+00:00,2025-10-23T02:28:00+00:00,,,,,,,,,,,,,,,,,,,,
1761186480,1761186540,2025-10-23T02:28:00+00:00,2025-10-23T02:29:00+00:00,,,,,,,,,,,,,,,,,,,,
1761186540,1761186600,2025-10-23T02:29:00+00:00,2025-10-23T02:30:00+00:00,,,,,,,,,,,,,,,,,,,,
1761186600,1761186660,2025-10-23T02:30:00+00:00,2025-10-23T02:31:00+00:00,,,,,,,,,,,,,,,,,,,,
1761186660,1761186720,2025-10-23T02:31:00+00:00,2025-10-23T02:32:00+00:00,,,,,,,,,,,,,,,,,,,,
1761186720,1761186780,2025-10-23T02:32:00+00:00,2025-10-23T02:33:00+00:00,,,,,,,,,,,,,,,,,,,,
1761186780,1761186840,2025-10-23T02:33:00+00:00,2025-10-23T02:34:00+00:00,,,,,,,,,,,,,,,,,,,,
1761186840,1761186900,2025-10-23T02:34:00+00:00,2025-10-23T02:35:00+00:00,,,,,,,,,,,,,,,,,,,,
1761186900,1761186960,2025-10-23T02:35:00+00:00,2025-10-23T02:36:00+00:00,,,,,,,,,,,,,,,,,,,,
1761186960,1761187020,2025-10-23T02:36:00+00:00,2025-10-23T02:37:00+00:00,,,,,,,,,,,,,,,,,,,,
1761187020,1761187080,2025-10-23T02:37:00+00:00,2025-10-23T02:38:00+00:00,,,,,,,,,,,,,,,,,,,,
1761187080,1761187140,2025-10-23T02:38:00+00:00,2025-10-23T02:39:00+00:00,,,,,,,,,,,,,,,,,,,,
1761187140,1761187200,2025-10-23T02:39:00+00:00,2025-10-23T02:40:00+00:00,,,,,,,,,,,,,,,,,,,,
1761187200,1761187260,2025-10-23T02:40:00+00:00,2025-10-23T02:41:00+00:00,,,,,,,,,,,,,,,,,,,,
1761187260,1761187320,2025-10-23T02:41:00+00:00,2025-10-23T02:42:00+00:00,,,,,,,,,,,,,,,,,,,,
1761187320,1761187380,2025-10-23T02:42:00+00:00,2025-10-23T02:43:00+00:00,,,,,,,,,,,,,,,,,,,,
1761187380,1761187440,2025-10-23T02:43:00+00:00,2025-10-23T02:44:00+00:00,,,,,,,,,,,,,,,,,,,,
1761187440,1761187500,2025-10-23T02:44:00+00:00,2025-10-23T02:45:00+00:00,,,,,,,,,,,,,,,,,,,,
1761187500,1761187560,2025-10-23T02:45:00+00:00,2025-10-23T02:46:00+00:00,,,,,,,,,,,,,,,,,,,,
1761187560,1761187620,2025-10-23T02:46:00+00:00,2025-10-23T02:47:00+00:00,,,,,,,,,,,,,,,,,,,,
1761187620,1761187680,2025-10-23T02:47:00+00:00,2025-10-23T02:48:00+00:00,,,,,,,,,,,,,,,,,,,,
1761187680,1761187740,2025-10-23T02:48:00+00:00,2025-10-23T02:49:00+00:00,,,,,,,,,,,,,,,,,,,,
1761187740,1761187800,2025-10-23T02:49:00+00:00,2025-10-23T02:50:00+00:00,,,,,,,,,,,,,,,,,,,,
1761187800,1761187860,2025-10-23T02:50:00+00:00,2025-10-23T02:51:00+00:00,,,,,,,,,,,,,,,,,,,,
1761187860,1761187920,2025-10-23T02:51:00+00:00,2025-10-23T02:52:00+00:00,,,,,,,,,,,,,,,,,,,,
1761187920,1761187980,2025-10-23T02:52:00+00:00,2025-10-23T02:53:00+00:00,,,,,,,,,,,,,,,,,,,,
1761187980,1761188040,2025-10-23T02:53:00+00:00,2025-10-23T02:54:00+00:00,,,,,,,,,,,,,,,,,,,,
1761188040,1761188100,2025-10-23T02:54:00+00:00,2025-10-23T02:55:00+00:00,,,,,,,,,,,,,,,,,,,,
1761188100,1761188160,2025-10-23T02:55:00+00:00,2025-10-23T02:56:00+00:00,,,,,,,,,,,,,,,,,,,,
1761188160,1761188220,2025-10-23T02:56:00+00:00,2025-10-23T02:57:00+00:00,,,,,,,,,,,,,,,,,,,,
1761188220,1761188280,2025-10-23T02:57:00+00:00,2025-10-23T02:58:00+00:00,,,,,,,,,,,,,,,,,,,,
1761188280,1761188340,2025-10-23T02:58:00+00:00,2025-10-23T02:59:00+00:00,,,,,,,,,,,,,,,,,,,,
1761188340,1761188400,2025-10-23T02:59:00+00:00,2025-10-23T03:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1761188400,1761188460,2025-10-23T03:00:00+00:00,2025-10-23T03:01:00+00:00,,,,,,,,,,,,,,,,,,,,
1761188460,1761188520,2025-10-23T03:01:00+00:00,2025-10-23T03:02:00+00:00,,,,,,,,,,,,,,,,,,,,
1761188520,1761188580,2025-10-23T03:02:00+00:00,2025-10-23T03:03:00+00:00,,,,,,,,,,,,,,,,,,,,
1761188580,1761188640,2025-10-23T03:03:00+00:00,2025-10-23T03:04:00+00:00,,,,,,,,,,,,,,,,,,,,
1761188640,1761188700,2025-10-23T03:04:00+00:00,2025-10-23T03:05:00+00:00,,,,,,,,,,,,,,,,,,,,
1761188700,1761188760,2025-10-23T03:05:00+00:00,2025-10-23T03:06:00+00:00,,,,,,,,,,,,,,,,,,,,
1761188760,1761188820,2025-10-23T03:06:00+00:00,2025-10-23T03:07:00+00:00,,,,,,,,,,,,,,,,,,,,
1761188820,1761188880,2025-10-23T03:07:00+00:00,2025-10-23T03:08:00+00:00,,,,,,,,,,,,,,,,,,,,
1761188880,1761188940,2025-10-23T03:08:00+00:00,2025-10-23T03:09:00+00:00,,,,,,,,,,,,,,,,,,,,
1761188940,1761189000,2025-10-23T03:09:00+00:00,2025-10-23T03:10:00+00:00,,,,,,,,,,,,,,,,,,,,
1761189000,1761189060,2025-10-23T03:10:00+00:00,2025-10-23T03:11:00+00:00,,,,,,,,,,,,,,,,,,,,
1761189060,1761189120,2025-10-23T03:11:00+00:00,2025-10-23T03:12:00+00:00,,,,,,,,,,,,,,,,,,,,
1761189120,1761189180,2025-10-23T03:12:00+00:00,2025-10-23T03:13:00+00:00,,,,,,,,,,,,,,,,,,,,
1761189180,1761189240,2025-10-23T03:13:00+00:00,2025-10-23T03:14:00+00:00,,,,,,,,,,,,,,,,,,,,
1761189240,1761189300,2025-10-23T03:14:00+00:00,2025-10-23T03:15:00+00:00,,,,,,,,,,,,,,,,,,,,
1761189300,1761189360,2025-10-23T03:15:00+00:00,2025-10-23T03:16:00+00:00,,,,,,,,,,,,,,,,,,,,
1761189360,1761189420,2025-10-23T03:16:00+00:00,2025-10-23T03:17:00+00:00,,,,,,,,,,,,,,,,,,,,
1761189420,1761189480,2025-10-23T03:17:00+00:00,2025-10-23T03:18:00+00:00,,,,,,,,,,,,,,,,,,,,
1761189480,1761189540,2025-10-23T03:18:00+00:00,2025-10-23T03:19:00+00:00,,,,,,,,,,,,,,,,,,,,
1761189540,1761189600,2025-10-23T03:19:00+00:00,2025-10-23T03:20:00+00:00,,,,,,,,,,,,,,,,,,,,
1761189600,1761189660,2025-10-23T03:20:00+00:00,2025-10-23T03:21:00+00:00,,,,,,,,,,,,,,,,,,,,
1761189660,1761189720,2025-10-23T03:21:00+00:00,2025-10-23T03:22:00+00:00,,,,,,,,,,,,,,,,,,,,
1761189720,1761189780,2025-10-23T03:22:00+00:00,2025-10-23T03:23:00+00:00,,,,,,,,,,,,,,,,,,,,
1761189780,1761189840,2025-10-23T03:23:00+00:00,2025-10-23T03:24:00+00:00,,,,,,,,,,,,,,,,,,,,
1761189840,1761189900,2025-10-23T03:24:00+00:00,2025-10-23T03:25:00+00:00,,,,,,,,,,,,,,,,,,,,
1761189900,1761189960,2025-10-23T03:25:00+00:00,2025-10-23T03:26:00+00:00,,,,,,,,,,,,,,,,,,,,
1761189960,1761190020,2025-10-23T03:26:00+00:00,2025-10-23T03:27:00+00:00,,,,,,,,,,,,,,,,,,,,
1761190020,1761190080,2025-10-23T03:27:00+00:00,2025-10-23T03:28:00+00:00,,,,,,,,,,,,,,,,,,,,
1761190080,1761190140,2025-10-23T03:28:00+00:00,2025-10-23T03:29:00+00:00,,,,,,,,,,,,,,,,,,,,
1761190140,1761190200,2025-10-23T03:29:00+00:00,2025-10-23T03:30:00+00:00,,,,,,,,,,,,,,,,,,,,
1761190200,1761190260,2025-10-23T03:30:00+00:00,2025-10-23T03:31:00+00:00,,,,,,,,,,,,,,,,,,,,
1761190260,1761190320,2025-10-23T03:31:00+00:00,2025-10-23T03:32:00+00:00,,,,,,,,,,,,,,,,,,,,
1761190320,1761190380,2025-10-23T03:32:00+00:00,2025-10-23T03:33:00+00:00,,,,,,,,,,,,,,,,,,,,
